Security Code,Tradingsymbol,Issuer Name
504340,LONGSPUR,LONGSPUR INTERNATIONAL VENTURE
534422,LOOKS,LOOKS HEALTH SERVICES
500284,LORDSCHLO,LORDS CHLORO ALKALI
530065,LORDSHOTL,LORDS ISHWAR HOTELS
501261,LORDSMARK,LORDS MARK INDUSTRIES 
523475,LOTUSCHO,LOTUS CHOCOLATE CO.LTD.
544469,LOTUSDEV,SRI LOTUS DEVELOPERS AND REALT
532998,LOTUSEYE,LOTUS EYE HOSPITAL AND INSTITU
533343,LOVABLE,LOVABLE LINGERIE
539227,LOYAL,LOYAL EQUIPMENTS 
514036,LOYALTEX,LOYAL TEXTILE MILLS
533012,LPDC,LANDMARK PROPERTY DEVELOPMENT
500510,LT,LARSEN & TOUBRO
544518,LTELEVATOR,L. T. ELEVATOR
533519,LTF,L&T FINANCE 
532783,LTFOODS,LT FOODS
540005,LTM,LTM
540115,LTTS,L&T TECHNOLOGY SERVICES LIMITE
526179,LUDLOWJUT,LUDLOW JUTE & SPECIALITIES
517206,LUMAXIND,LUMAX INDUSTRIES
532796,LUMAXTECH,LUMAX AUTO TECHNOLOGIES
544894,LUMINO,LUMINO INDUSTRIES
500257,LUPIN,LUPIN
539542,LUXIND,LUX INDUSTRIES 
544635,LUXURY,LUXURY TIME 
531402,LWSKNIT,LWS KNITWEAR
543277,LXCHEM,LAXMI ORGANIC INDUSTRIES LIMIT
500259,LYKALABS,LYKA LABS
530689,LYKISLTD,LYKIS
531441,LYONSCO,LYONS CORPORATE MARKET
500520,M&M,MAHINDRA & MAHINDRA
532720,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL
532906,MAANALU,MAAN ALUMINIUM
541973,MACH,MAC HOTELS 
543934,MACIND,MACHHAR INDUSTRIES 
523248,MACPLASQ,MACHINO PLASTICS
532344,MADALA,MADALA HOLDINGS
515093,MADHAV,MADHAV MARBLES & GRANITES
539894,MADHAVIPL,MADHAV INFRA PROJECTS 
531497,MADHUCON,MADHUCON PROJECTS
515059,MADHUDIN,MADHUSUDAN INDUSTRIES
519279,MADHURIND,MADHUR INDUSTRIES
590134,MADRASFERT,MADRAS FERTILIZER 
500264,MAFATIND,MAFATLAL INDUSTRIES
543613,MAFIA,MAFIA TRENDS
540650,MAGADSUGAR,MAGADH SUGAR & ENERGY 
517449,MAGNAELQ,MAGNA ELECTRO CASTINGS
532896,MAGNUM,MAGNUM VENTURES
517320,MAGNUS,MAGNUS STEEL AND INFRA
532525,MAHABANK,BANK OF MAHARASHTRA
505523,MAHACORP,MAHARASHTRA CORPORATION
544611,MAHALIFE,MAHAMAYA LIFESCIENCES
513460,MAHALXSE,MAHALAXMI SEAMLESS
531515,MAHANIN,MAHAN INDUSTRIES
523384,MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION
513554,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES
539383,MAHAVEER,MAHAVEER INFOWAY 
523754,MAHEPC,MAHINDRA EPC IRRIGATION LIMITE
542677,MAHESH,MAHESH DEVELOPERS 
542503,MAHIP,MAHIP INDUSTRIES 
532313,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS
540768,MAHLOG,MAHINDRA LOGISTICS 
500266,MAHSCOOTER,MAHARASHTRA SCOOTERS
500265,MAHSEAMLES,MAHARASHTRA SEAMLESS
543874,MAIDEN,MAIDEN FORGINGS 
531540,MAINFRA,MARUTI INFRASTRUCTURE
590078,MAITHANALL,MAITHAN ALLOYS
513430,MAITRI,MAITRI ENTERPRISES 
500267,MAJESAUT,MAJESTIC AUTO
506919,MAKERSL,MAKERS LABORATORIES
531613,MAL,MEYER APPAREL 
544835,MALA,SHREE BALAJI (MALA) TEXTILES L
539400,MALLCOM,MALLCOM (INDIA)
532728,MALUPAPER,MALU PAPER MILLS
539045,MANAKALUCO,MANAKSIA ALUMINIUM COMPANY
539046,MANAKCOAT,MANAKSIA COATED METALS & INDUS
532932,MANAKSIA,MANAKSIA
539044,MANAKSTEEL,MANAKSIA STEELS 
500268,MANALIPETC,MANALI PETROCHEMICAL
531213,MANAPPURAM,MANAPPURAM FINANCE
505850,MANCREDIT,MANGAL CREDIT AND FINCORP
532637,MANGALAM,MANGALAM DRUGS & ORGANICS
537800,MANGIND,MANGALAM INDUSTRIAL FINANCE LT
503626,MANGLAM,MANGLAM GLOBAL CORPORATIONS LI
502157,MANGLMCEM,MANGALAM CEMENT
513269,MANINDS,MAN INDUSTRIES (INDIA)
533169,MANINFRA,MAN INFRACONSTRUCTION
544847,MANIPALHOS,MANIPAL HEALTH ENTERPRISES LIM
544768,MANIVENI,M.R.MANIVENI FOODS
543904,MANKIND,MANKIND PHARMA 
540396,MANOMAY,MANOMAY TEX INDIA 
541974,MANORAMA,MANORAMA INDUSTRIES 
514418,MANORG,MANGALAM ORGANICS
530537,MANRAJH,MANRAJ HOUSING FINANCE
511758,MANSIFIN,MANSI FINANCE (CHENNAI)
511577,MANTRA,MANTRA CAPITAL 
505324,MANUGRAPH,MANUGRAPH INDIA
543463,MANYAVAR,VEDANT FASHIONS 
543425,MAPMYINDIA,C.E. INFO SYSTEMS 
509762,MAPROIN,MAPRO INDUSTRIES
521018,MARALOVER,MARAL OVERSEAS
503101,MARATHON,MARATHON NEXTGEN REALTY
531281,MARBLE,MARBLE CITY INDIA
523566,MARBU,MARTIN BURN
544437,MARCLOIRE,MARC LOIRE FASHIONS
500206,MARGOFIN,MARGO FINANCE
531642,MARICO,MARICO
531503,MARIS,MARIS SPINNERS
543364,MARKOLINES,MARKOLINES PAVEMENT TECHNOLOGI
524404,MARKSANS,MARKSANS PHARMA
517467,MARSONS,MARSONS
532500,MARUTI,MARUTI SUZUKI INDIA
540749,MASFIN,MAS FINANCIAL SERVICES 
523704,MASTEK,MASTEK
511768,MASTERTR,MASTER TRUST
540704,MATRIMONY,MATRIMONY.COM 
523371,MAWANASUG,MAWANA SUGARS
521167,MAXGROW,MAXGROW INDIA
543220,MAXHEALTH,MAX HEALTHCARE INSTITUTE LIMIT
534338,MAXHEIGHTS,MAX HEIGHTS INFRASTUCTURE
540401,MAXIMUS,MAXIMUS INTERNATIONAL 
543223,MAXIND,MAX INDIA 
531680,MAYUR,MAYUR LEATHER PRODUCTS
531221,MAYURFL,MAYUR FLOORINGS
522249,MAYURUNIQ,MAYUR UNIQUOTERS
523792,MAZDA,MAZDA
543237,MAZDOCK,MAZAGON DOCK SHIPBUILDERS LIMI
532629,MBECL,MCNALLY BHARAT ENGINEERING COM
544470,MBEL,M & B ENGINEERING
533152,MBLINFRA,MBL INFRASTRUCTURE
507836,MCCHRLS-B,MAC CHARLES (INDIA)
532654,MCLEODRUSS,MCLEOD RUSSEL INDIA
538891,MCLOUD,MAGELLANIC CLOUD
511401,MCLTD,MUNOTH COMMUNICATION
534091,MCX,MULTI COMMODITY EXCHANGE OF IN
544673,MDRC,MODERN DIAGNOSTIC & RESEARCH C
513303,MDRNSTL,MODERN STEELS
539762,MEAPL,MODERN ENGINEERING AND PROJECT
543654,MEDANTA,GLOBAL HEALTH 
503685,MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT
531146,MEDICAMEQ,MEDICAMEN BIOTECH
523144,MEDICAPQ,MEDI-CAPS
540937,MEDICO,MEDICO REMEDIES
543427,MEDPLUS,MEDPLUS HEALTH SERVICES LIMITE
544831,MEEIND,MEENAKSHI INDIA
540519,MEERA,MEERA INDUSTRIES 
544632,MEESHO,MEESHO 
531176,MEFCOMCAP,MEFCOM CAPITAL MARKETS
531417,MEGACOR,MEGA CORPORATION
523888,MEGAMONT,MEGAMONT
541352,MEGASTAR,MEGASTAR FOODS 
539012,MEGRISOFT,MEGRI SOFT 
540730,MEHAI,MEHAI TECHNOLOGY  
511377,MEHIF,MEHTA INTEGRATED FINANCE
511738,MEHSECU,MEHTA SECURITIES
544472,MEHUL,MEHUL COLOURS
544492,MEIL,MANGAL ELECTRICAL INDUSTRIES L
531127,MENAMANI,MENA MANI INDUSTRIES
531727,MENNPIS,MENON PISTONS
523828,MENONBE,MENON BEARINGS
539126,MEP,MEP INFRASTRUCTURE DEVELOPERS
538942,MERCANTILE,MERCANTILE VENTURES 
512415,MERCTRD,MERCURY TRADE LINKS
531357,MERCURYEV,MERCURY EV-TECH
538964,MERCURYLAB,MERCURY LABORATORIES 
534535,META,STRING METAVERSE
544441,METAINFO,META INFOTECH
531810,METALCO,METAL COATINGS (INDIA)
544637,METHODHUB,METHODHUB SOFTWARE 
543426,METROBRAND,METRO BRANDS 
500159,METROGLOBL,METROGLOBAL
542650,METROPOLIS,METROPOLIS HEALTHCARE 
538401,METSL,MAESTROS ELECTRONICS & TELECOM
526622,MFLINDIA,MFL INDIA
513721,MFSINTRCRP,MFS INTERCORP
500271,MFSL,MAX FINANCIAL SERVICES 
531319,MGIL,MARUTI GLOBAL INDUSTRIES LIMIT
539957,MGL,MAHANAGAR GAS 
540150,MHEL,MEWAR HI-TECH ENGINEERING LIMI
514450,MHLXMIRU,MAHALAXMI RUBTECH
533088,MHRIL,MAHINDRA HOLIDAYS & RESORTS IN
526795,MHSGRMS,MAHASAGAR TRAVELS
532850,MICEL,MIC ELECTRONICS
526251,MIDEASTP,MID EAST PORTFOLIO MANAGEMENT
541195,MIDHANI,MISHRA DHATU NIGAM 
500277,MIDINDIA,MID INDIA INDUSTRIES
544587,MIDWESTLTD,MIDWEST 
538895,MIHIKA,MIHIKA INDUSTRIES
538668,MIIL,MEGHNA INFRACON INFRASTRUCTURE
539938,MIL,MEDICO INTERCONTINENTAL LIMITE
541337,MILEFUR,MILESTONE FURNITURE 
531338,MILESTONE,MILESTONE GLOBAL
544868,MILKYMIST,MILKY MIST DAIRY FOOD 
511187,MILLENNIUM,MILLENNIUM ONLINE SOLUTIONS (I
544826,MILLWORKS,MILLWORKS TECHNOLOGIES
522235,MINALIND,MINAL INDUSTRIES
531456,MINAXI,MINAXI TEXTILES
538962,MINDACORP,MINDA CORPORATION 
543217,MINDSPACE,MINDSPACE BUSINESS PARKS REIT
517344,MINDTECK,MINDTECK (INDIA)
523373,MINID,MINI DIAMONDS (INDIA)
526642,MIRZAINT,MIRZA INTERNATIONAL
539220,MISHKA,MISHKA EXIM 
539594,MISHTANN,MISHTANN FOODS 
542801,MISQUITA,MISQUITA ENGINEERING 
543925,MIT,MAPLE INFRASTRUCTURE TRUST
523782,MITSHI,MITSHI INDIA 
540078,MITSU,MITSU CHEM PLAST 
544575,MITTALSTL,MITTAL SECTIONS 
522036,MIVENMACH,MIVEN MACHINE TOOLS
531537,MIZVEN,MIZZEN VENTURES
538890,MKEXIM,M. K. EXIM (INDIA)
543919,MKPL,M.K.PROTEINS 
521244,MKPMOB,MKP MOBILITY 
526891,MKTCREAT,MARKET CREATORS
514238,MKVENTURES,MKVENTURES CAPITAL
512153,MLINDLTD,M LAKHAMSI INDUSTRIES
507621,MLKFOOD,MILKFOOD
522241,MMFL,M.M.FORGINGS
535910,MMLF,MONEY MASTERS LEASING & FINANC
509196,MMRUBBR-B,MM RUBBER COMPANY
513377,MMTC,MMTC
512267,MMWL,MEDIA MATRIX WORLDWIDE
544623,MNFL,MOTHER NUTRI FOODS 
539767,MNIL,MEGA NIRMAN & INDUSTRIES LIMIT
507938,MNPLFIN,MANIPAL FINANCE CORPORATION LT
539682,MOBAVENUE,MOBAVENUE AI TECH 
519287,MODAIRY,MODERN DAIRIES
519003,MODINATUR,MODI NATURALS
515008,MODINSU,MODERN INSULATORS
503776,MODIPON,MODIPON
500890,MODIRUBBER,MODI RUBBER
543539,MODIS,MODI'S NAVNIRMAN
506261,MODISONLTD,MODISON
517336,MODMA,MODERN MALLEABLES
509760,MODRNSH,MODERN SHARES & STOCKBROKERS L
500282,MODTHREAD,MODERN THREADS (INDIA)
504273,MODULEX,MODULEX CONSTRUCTION TECHNOLOG
503772,MODWOOL,MODELLA WOOLLENS
532140,MOHITE,MOHITE INDUSTRIES
531453,MOHITIND,MOHIT INDUSTRIES
530169,MOHITPPR,MOHIT PAPER MILLS
533286,MOIL,MOIL
543331,MOL,MEGHMANI ORGANICS 
544866,MOLBIO,MOLBIO DIAGNOSTICS
526263,MOLDTECH,MOLD-TEK TECHNOLOGIES
533080,MOLDTKPAC,MOLD-TEK PACKAGING
544906,MOMSBELIEF,RAYS OF BELIEF 
511551,MONARCH,MONARCH NETWORTH CAPITAL LIMIT
538446,MONEYBOXX,MONEYBOXX FINANCE
530167,MONGIPA,MOONGIPA CAPITAL FINANCE
544451,MONIKA,MONIKA ALCOBEV
532078,MONIND,MONIND
505343,MONOT,MONOTYPE INDIA
538836,MONTECARLO,MONTE CARLO FASHIONS 
544883,MOPSHOP,MOPSHOP DISTRIBUTION
511549,MORARKFI,MORARKA FINANCE
500288,MOREPENLAB,MOREPEN LABORATORIES
526237,MORGAN,MORGAN VENTURES
532407,MOSCHIP,MOSCHIP TECHNOLOGIES
517334,MOTHERSON,SAMVARDHANA MOTHERSON INTERNAT
532892,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVIC
501343,MOTOGENFIN,MOTOR & GENERAL FINANCE
506543,MPAGI,M.P.AGRO INDUSTRIES
505797,MPCOSEMB,MIPCO SEAMLESS RINGS (GUJARAT)
532723,MPDL,MPDL
532470,MPFSL,MPF SYSTEMS 
526299,MPHASIS,MPHASIS
500450,MPILCORPL,MPIL CORPORATION
544916,MPIMANIPAL,MANIPAL PAYMENT AND IDENTITY S
544553,MPKSTEELS,M P K STEELS (I)
526143,MPL,MPL PLASTICS
532440,MPSLTD,MPS
540809,MRCAGRO,MRC AGROTECH
500290,MRF,MRF
543262,MRP,MRP AGRO 
500109,MRPL,MANGALORE REFINERY & PETROCHEM
544773,MRTX,MERRITRONIX 
512065,MRUTR,MRUGESH TRADING
544695,MSAFE,MSAFE EQUIPMENTS 
513544,MSCTC,MARDIA SAMYOUNG CAPILLARY TUBE
544453,MSECL,MONARCH SURVEYORS AND ENGINEER
539275,MSL,MANGALAM SEEDS 
511000,MSLGLOBAL,MSL GLOBAL
532650,MSPL,MSP STEEL & POWER
542597,MSTCLTD,MSTC 
543498,MSUMI,MOTHERSON SUMI WIRING INDIA LI
543270,MTARTECH,MTAR TECHNOLOGIES 
534312,MTEDUCARE,MT EDUCARE
544751,MTL,MEHUL TELECOM
500108,MTNL,MAHANAGAR TELEPHONE NIGAM
540254,MTPL,MARG TECHNO PROJECTS
539819,MUDRA,MUDRA FINANCIAL SERVICES
538743,MUDUNURU,MUDUNURU 
542774,MUFIN,MUFIN GREEN FINANCE
500460,MUKANDLTD,MUKAND
523832,MUKATPIP,MUKAT PIPES
530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES
535204,MUKTA,MUKTA AGRICULTURE 
532357,MUKTAARTS,MUKTA ARTS
539219,MUL,MAURIA UDYOG
501477,MULLER,MULLER & PHIPPS (INDIA)
526169,MULTIBASE,MULTIBASE INDIA
511200,MUNCAPM,MUNOTH CAPITAL MARKET
520059,MUNJALAU,MUNJAL AUTO INDUSTRIES
520043,MUNJALSHOW,MUNJAL SHOWA
531821,MUNOTHFI,MUNOTH FINANCIAL SERVICES
515037,MURUDCERA,MURUDESHWAR CERAMICS
511766,MUTHOOTCAP,MUTHOOT CAPITAL SERVICES
533398,MUTHOOTFIN,MUTHOOT FINANCE
544851,MVELECTRO,MV ELECTROSYSTEMS
544764,MWL,MANGALAM WORLDWIDE 
538862,MYMONEY,MY MONEY SECURITIES
506734,MYSORPETRO,MYSORE PETRO CHEMICALS
535205,MYSTICELE,MYSTIC ELECTRONICS 
524709,NACLIND,NACL INDUSTRIES 
532362,NAGPI,NAGPUR POWER & INDUSTRIES
532895,NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCT
521109,NAGREEKEXP,NAGREEKA EXPORTS
531832,NAGTECH,NAGARJUNA AGRI TECH
532952,NAHARCAP,NAHAR CAPITAL & FINANCIAL SERV
519136,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES L
523391,NAHARPOLY,NAHAR POLYFILMS
500296,NAHARSPING,NAHAR SPINNING MILLS
539402,NAKSH,NAKSH PRECIOUS METALS 
538395,NAM,NAM SECURITIES
540767,NAM-INDIA,NIPPON LIFE INDIA ASSET MANAGE
544668,NANTA,NANTA TECH
500298,NAPEROL,NAPEROL INVESTMENTS 
538926,NAPL,NATURITE AGRO PRODUCTS 
543643,NARMADA,NARMADA AGROBASE 
544680,NARMADESH,NARMADESH BRASS INDUSTRIES LIM
517431,NARMP,NARMADA MACPLAST DRIP IRRIGATI
531416,NARPROP,NARENDRA PROPERTIES
524654,NATCAPSUQ,NATURAL CAPSULES
524816,NATCOPHARM,NATCO PHARMA
531289,NATFIT,NATIONAL FITTINGS
531651,NATGENI,NATIONAL GENERAL INDUSTRIES LT
537291,NATHBIOGEN,NATH BIO-GENES (INDIA)
502587,NATHIND,NATH INDUSTRIES
531834,NATHUEC,NATURA HUE CHEM
532234,NATIONALUM,NATIONAL ALUMINIUM CO - NALCO
504882,NATIONSTD,NATIONAL STANDARD (INDIA)
526616,NATPLAS,NATIONAL PLASTIC INDUSTRIES LT
531287,NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES
516062,NATPLY,NATIONAL PLYWOOD INDUSTRIES LT
530119,NATRAJPR,NATRAJ PROTEINS
543207,NATURAL,NATURAL BIOCON (INDIA) 
532777,NAUKRI,INFO EDGE (INDIA)
513023,NAVA,NAVA
539521,NAVIGANT,NAVIGANT CORPORATE ADVISORS LI
532504,NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL L
539332,NAVKARCORP,NAVKAR CORPORATION 
531494,NAVKARURB,NAVKAR URBANSTRUCTURE
508989,NAVNETEDUL,NAVNEET EDUCATION
543280,NAZARA,NAZARA TECHNOLOGIES 
534309,NBCC,NBCC (INDIA) 
523242,NBFOOT,NB FOOTWEAR
543351,NBL,NAAPBOOKS 
500294,NCC,NCC
519506,NCCBLUE,NCC BLUE WATER PRODUCTS
502168,NCLIND,NCL INDUSTRIES
530557,NCLRESE,NCL RESEARCH & FINANCIAL SERVI
544510,NCML,NILACHAL CARBO METALICKS LIMIT
511535,NDASEC,NDA SECURITIES
532641,NDL,NANDAN DENIM
500189,NDLVENTURE,NDL VENTURES 
543214,NDRAUTO,NDR AUTO COMPONENTS 
532529,NDTV,NEW DELHI TELEVISION
508670,NEAGI,NEELAMALAI AGRO INDUSTRIES
534615,NECCLTD,NORTH EASTERN CARRYING CORPORA
532649,NECLIFE,NECTAR LIFESCIENCES
531049,NEELKAN,NEELKANTH ROCKMINERALS
512565,NEELKANTH,NEELKANTH
539409,NEERAJ,NEERAJ PAPER MARKETING
544434,NEETUYOSHI,NEETU YOSHI 
539016,NEIL,NEIL INDUSTRIES
532864,NELCAST,NELCAST
504112,NELCO,NELCO
542665,NEOGEN,NEOGEN CHEMICALS 
514332,NEOINFRA,NEO INFRACON
544647,NEPHROPLUS,NEPHROCARE HEALTH SERVICES LIM
544663,NEPLOG,NEPTUNE LOGITEK
505355,NESCO,NESCO
500790,NESTLEIND,NESTLE INDIA
509040,NETLINK,NETLINK SOLUTIONS (INDIA)
543247,NETPIX,NET PIX SHORTS DIGITAL MEDIA L
511658,NETTLINX,NETTLINX
543945,NETWEB,NETWEB TECHNOLOGIES INDIA LIMI
532798,NETWORK18,NETWORK18 MEDIA & INVESTMENTS
532887,NEUEON,NEUEON CORPORATION 
524558,NEULANDLAB,NEULAND LABORATORIES
540900,NEWGEN,NEWGEN SOFTWARE TECHNOLOGIES L
531959,NEWINFRA,NEWTIME INFRASTRUCTURE
540243,NEWLIGHT,NEW LIGHT INDUSTRIES
508867,NEWMKTAVE,NEW MARKETS AVENUE
514060,NEWTRAC,NEWTRAC FOODS & BEVERAGES LIMI
508905,NEXOME,NEXOME CAPITAL MARKETS
532416,NEXTMEDIA,NEXT MEDIAWORKS
538874,NEXUSSURGL,NEXUS SURGICAL AND MEDICARE LI
523630,NFL,NATIONAL FERTILIZERS
541418,NGIL,NAKODA GROUP OF INDUSTRIES LIM
530897,NGIND,N.G.INDUSTRIES
524774,NGLFINE,NGL FINE-CHEM
539551,NH,NARAYANA HRUDAYALAYA 
517554,NHCFOODS,NHC FOODS
533098,NHPC,NHPC
540769,NIACL,THE NEW INDIA ASSURANCE COMPAN
535136,NIBE,NIBE
535458,NIBL,NRB INDUSTRIAL BEARINGS
526721,NICCOPAR,NICCO PARKS & RESORTS
512103,NIDHGRN,NIDHI GRANITES
590103,NIFTYBEES,NIPPON INDIA ETF NIFTY 50 BEES
544586,NIFTYCASE,ZERODHA NIFTY 50 ETF
531083,NIHARINF,NIHAR INFO GLOBAL
500304,NIITLTD,NIIT
543952,NIITMTS,NIIT LEARNING SYSTEMS 
526159,NIKHILAD,NIKHIL ADHESIVES
531272,NIKKIGL,NIKKI GLOBAL FINANCE
543282,NIKSTECH,NIKS TECHNOLOGY 
502294,NILACHAL,NILACHAL REFRACTORIES
530377,NILAINFRA,NILA INFRASTRUCTURES
542231,NILASPACES,NILA SPACES
530129,NILE,NILE
523385,NILKAMAL,NILKAMAL
511714,NIMBSPROJ,NIMBUS PROJECTS
539843,NINSYS,NINTEC SYSTEMS 
504058,NIPPOBATRY,INDO-NATIONAL
532986,NIRAJ,NIRAJ CEMENT STRUCTURALS
512425,NIRAVCOM,NIRAV COMMERCIALS
500307,NIRLON,NIRLON
543194,NIRMITEE,NIRMITEE ROBOTICS INDIA LIMITE
544495,NISMGMT,NIS MANAGEMENT
532722,NITCO,NITCO
508875,NITINCAST,NITIN CASTINGS 
532698,NITINSPIN,NITIN SPINNERS
506532,NITTAGELA,NITTA GELATIN INDIA
542206,NIVAKA,NIVAKA FASHIONS
538772,NIYOGIN,NIYOGIN FINTECH 
519494,NKIND,N.K.INDUSTRIES
513683,NLCINDIA,NLC INDIA 
531212,NLFL,NALIN LEASE FINANCE
526371,NMDC,NMDC
522289,NMSGLOBAL,NMS GLOBAL
539200,NOBPOL,NOBLE POLYMERS
500730,NOCIL,NOCIL
532481,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY
507813,NOL,NATIONAL OXYGEN
519528,NORBTEAEXP,NORBEN TEA & EXPORTS
524414,NORRIS,NORRIS MEDICINES
539110,NORTHLINK,NORTHLINK FISCAL AND CAPITAL S
531465,NOUVEAU,NOUVEAU GLOBAL VENTURES
500672,NOVARTIND,NOVARTIS INDIA
542771,NOVATEOR,NOVATEOR RESEARCH LABORATORIES
536565,NOVELIX,NOVELIX PHARMACEUTICALS LIMITE
513566,NOVIS,NOVA IRON & STEEL
544735,NOVUS,NOVUS LOYALTY 
519353,NOVYRA,NOVYRA PHARMACHEM
530127,NPRFIN,NPR FINANCE
516082,NRAIL,N.R.AGARWAL INDUSTRIES
530367,NRBBEARING,NRB BEARINGS
544571,NSBBPO,NSB BPO SOLUTIONS 
544467,NSDL,NATIONAL SECURITIES DEPOSITORY
532256,NSIL,NALWA SONS INVESTMENTS
542628,NSL,NORTHERN SPIRITS 
543768,NSLNISP,NMDC STEEL 
526723,NTCIND,NTC INDUSTRIES
532555,NTPC,NTPC
531209,NUCLEUS,NUCLEUS SOFTWARE EXPORTS
543264,NURECA,NURECA 
531304,NUTECGLOB,NUTECH GLOBAL
530219,NUTRICIRCLE,NUTRICIRCLE 
543334,NUVOCO,NUVOCO VISTAS CORPORATION LIMI
543522,NVENTURES,NANAVATI VENTURES 
531889,NWIL,NURTURE WELL INDUSTRIES LIMITE
543913,NXST,NEXUS SELECT TRUST - REIT
543384,NYKAA,FSN E-COMMERCE VENTURES LIMITE
504378,NYSSACORP,NYSSA CORPORATION
500078,OAL,ORIENTAL AROMATICS
512489,OASISEC,OASIS SECURITIES
541206,OBCL,OBCL 
533273,OBEROIRLTY,OBEROI REALTY
540405,OCEANIC,OCEANIC FOODS 
538894,OCTAL,OCTAL CREDIT CAPITAL
521062,OCTAVE,PERFECT-OCTAVE MEDIA PROJECTS
542938,OCTAVIUSPL,OCTAVIUS PLANTATIONS 
540416,OCTAWARE,OCTAWARE TECHNOLOGIES 
531996,ODYCORP,ODYSSEY CORPORATION
530175,ODYSSEY,ODYSSEY TECHNOLOGIES
532466,OFSS,ORACLE FINANCIAL SERVICES SOFT
533106,OIL,OIL INDIA
500313,OILCOUNTUB,OIL COUNTRY TUBULAR
530805,OIVL,ONESOURCE INDUSTRIES AND VENTU
526415,OKPLA,OK PLAY INDIA
543578,OLATECH,OLATECH SOLUTIONS 
532439,OLECTRA,OLECTRA GREENTECH
534190,OLPCL,OLYMPIC CARDS
521105,OLYMPTX,OLYMPIA INDUSTRIES
507609,OLYOI,OLYMPIC OIL INDUSTRIES
520021,OMAXAUTO,OMAX AUTOS
532880,OMAXE,OMAXE
519479,OMEAG,OMEGA AG-SEEDS (PUNJAB)
511644,OMEGAIN,OMEGA INTERACTIVE TECHNOLOGIES
544564,OMFREIGHT,OM FREIGHT FORWARDERS 
531092,OMINFRAL,OM INFRA
532167,OMKARPH,OMKAR PHARMACHEM
544559,OML,OM METALLOGIC
544720,OMNI,OMNITECH ENGINEERING 
532340,OMNIAX,OMNI AXS SOFTWARE
543400,OMNIPOTENT,OMNIPOTENT INDUSTRIES 
514324,OMNITEX,OMNITEX INDUSTRIES (INDIA)
544750,OMPOWER,OM POWER TRANSMISSION
514330,ONEGLOBAL,ONE GLOBAL SERVICE PROVIDER LI
544852,ONEINDIG,ONEINDIG TECHNOLOGIES 
533632,ONELIFECAP,ONELIFE CAPITAL ADVISORS
544748,ONEPOINT,ONE POINT ONE SOLUTIONS LIMITE
500312,ONGC,OIL AND NATURAL GAS CORPORATIO
513119,ONIXSOLAR,ONIX SOLAR ENERGY
532944,ONMOBILE,ONMOBILE
540386,ONTIC,ONTIC FINSERVE 
517536,ONWARDTEC,ONWARD TECHNOLOGIES
535657,OONE,OBJECTONE INFORMATION SYSTEMS
539116,OPCHAINS,O. P. CHAINS 
530135,OPTIEMUS,OPTIEMUS INFRACOM
531254,OPTIFIN,OPTIMUS FINANCE 
512626,ORBTEXP,ORBIT EXPORTS
532271,ORCHASP,ORCHASP
524372,ORCHPHARMA,ORCHID PHARMA 
531157,ORGCOAT,ORGANIC COATINGS
507690,ORIBEVER,ORIENT BEVERAGES
513121,ORICONENT,ORICON ENTERPRISES
532817,ORIENTALTL,ORIENTAL TRIMEX
530365,ORIENTBELL,ORIENT BELL
535754,ORIENTCEM,ORIENT CEMENT
504879,ORIENTCER,ORIENT CERATECH
541301,ORIENTELEC,ORIENT ELECTRIC 
500314,ORIENTHOT,ORIENTAL HOTELS
526325,ORIENTLTD,ORIENT PRESS
502420,ORIENTPPR,ORIENT PAPER & INDUSTRIES
531512,ORIENTTR,ORIENT TRADELINK
531859,ORIRAIL,ORIENTAL RAIL INFRASTRUCTURE L
590086,ORISSAMINE,ORISSA MINERALS DEVELOPMENT CO
544595,ORKLAINDIA,ORKLA INDIA 
531626,OROSMITHS,OROSIL SMITHS INDIA
539287,ORTINGLOBE,ORTIN GLOBAL
540198,OSIAJEE,OSIAJEE TEXFAB
500317,OSWALAGRO,OSWAL AGRO MILLS
539290,OSWALGREEN,OSWAL GREENTECH 
514460,OSWAYRN,OSWAL YARNS
544498,OVAL,OVAL PROJECTS ENGINEERING LIMI
530741,OVOBELE,OVOBEL FOODS
514414,OXFORDIN,OXFORD INDUSTRIES
524636,OXYGENTAPH,OXYGENTA PHARMACEUTICAL LIMITE
543637,PACE,PACE E-COMMERCE VENTURES LIMIT
544550,PACEDIGITK,PACE DIGITEK 
523483,PACIFICI,PACIFIC INDUSTRIES
531779,PADALPO,PADMANABH ALLOYS & POLYMERS LT
531395,PADAMCO,PADAM COTTON YARNS
526905,PADMAIND,PADMANABH INDUSTRIES
532350,PADMALAYAT,PADMALAYA TELEFILMS
