Date,Client_Index_Futures_Long,Client_Index_Futures_Short,Client_Index_Futures_Net,Client_Stock_Futures_Long,Client_Stock_Futures_Short,Client_Stock_Futures_Net,Client_Index_Call_Long,Client_Index_Call_Short,Client_Index_Put_Long,Client_Index_Put_Short,DII_Index_Futures_Long,DII_Index_Futures_Short,DII_Index_Futures_Net,DII_Stock_Futures_Long,DII_Stock_Futures_Short,DII_Stock_Futures_Net,DII_Index_Call_Long,DII_Index_Call_Short,DII_Index_Put_Long,DII_Index_Put_Short,FII_Index_Futures_Long,FII_Index_Futures_Short,FII_Index_Futures_Net,FII_Stock_Futures_Long,FII_Stock_Futures_Short,FII_Stock_Futures_Net,FII_Index_Call_Long,FII_Index_Call_Short,FII_Index_Put_Long,FII_Index_Put_Short,Pro_Index_Futures_Long,Pro_Index_Futures_Short,Pro_Index_Futures_Net,Pro_Stock_Futures_Long,Pro_Stock_Futures_Short,Pro_Stock_Futures_Net,Pro_Index_Call_Long,Pro_Index_Call_Short,Pro_Index_Put_Long,Pro_Index_Put_Short,Total_Index_Futures_OI,FII_Long_Ratio_Pct
2024-05-09,509673,295231,214442,2340717,248450,2092267,5802476,5539929,3378003,4430584,72899,100701,-27802,113922,3048527,-2934605,2304,0,197092,0,150955,307817,-156862,2080569,1745941,334628,1006214,950979,1318799,790446,83083,112861,-29778,765030,257320,507710,2136707,2456793,2120019,1792883,816610,32.9
2024-05-10,498810,268736,230074,2322839,242145,2080694,6856531,6693614,4357649,5313385,73143,102701,-29558,119168,3047643,-2928475,2078,0,205283,0,171136,330010,-158874,2086359,1722680,363679,1257504,1249827,1547332,1083290,67579,109221,-41642,740990,256888,484102,2156310,2328982,2247539,1961128,810668,34.15
2024-05-13,498301,250160,248141,2322681,233701,2088980,6964696,6933252,5670605,6276643,76687,102084,-25397,134526,3070895,-2936369,2078,0,199169,0,187660,361361,-173701,2087699,1706825,380874,1314150,1328729,1608992,1274097,63571,112614,-49043,730237,263722,466515,2163476,2182419,2279547,2207573,826219,34.18
2024-05-14,512031,241298,270733,2345215,237245,2107970,7174425,7263873,6112281,6792162,76668,102036,-25368,142941,3072869,-2929928,2078,0,202729,0,166242,379466,-213224,2053382,1685365,368017,1506844,1341945,1601985,1127189,65246,97387,-32141,725509,271568,453941,2243694,2321223,2277780,2275424,820187,30.46
2024-05-15,521444,237879,283565,2358354,245312,2113042,6330014,6456899,4956492,5791092,76887,101833,-24946,143057,3051861,-2908804,2078,0,202729,0,150948,396280,-245332,2039531,1708980,330551,1293160,1164167,1425736,981172,75413,88700,-13287,742782,277571,465211,2158496,2162682,2154648,1967341,824692,27.58
2024-05-16,520776,239455,281321,2358343,240268,2118075,4164458,4364943,3979324,4808182,78251,101433,-23182,148877,3012499,-2863622,2078,0,202541,0,143255,402871,-259616,2020581,1734580,286001,1021935,902968,1383384,934268,90049,88572,1477,744894,285348,459546,1756624,1677184,1946672,1769471,832331,26.23
2024-05-17,523361,245164,278197,2360979,245112,2115867,5184361,5425262,5364530,6040002,78398,101147,-22749,152919,2993224,-2840305,2558,0,199561,0,158679,407526,-248847,2013900,1741333,272567,1147916,1015544,1568169,1168397,79429,86030,-6601,741747,289876,451871,1900216,1794245,2097390,2021251,839867,28.03
2024-05-21,506134,264226,241908,2369808,253841,2115967,6873094,7044479,6123377,6890099,78297,101147,-22850,159646,2989943,-2830297,2558,0,201672,0,182230,394215,-211985,2048464,1752066,296398,1560146,1419447,1776866,1347767,82001,89074,-7073,746910,328978,417932,2180075,2151947,2252746,2116795,848662,31.61
2024-05-22,512846,280138,232708,2385309,252033,2133276,5217969,5602355,5508553,6223422,82448,101093,-18645,164106,2972181,-2808075,2558,0,201672,0,176282,396048,-219766,2056274,1813869,242405,1323087,1094988,1592632,1153170,82276,76573,5703,766931,334537,432394,1918624,1764895,1995145,1921410,853852,30.8
2024-05-23,457281,332539,124742,2297787,256170,2041617,3589649,3954222,4833487,5294156,82254,104093,-21839,175355,2946202,-2770847,3533,0,206716,0,262404,360755,-98351,2127408,1752169,375239,984877,810547,1311766,951194,88788,93340,-4552,707041,353050,353991,1696947,1510237,1864193,1970812,890727,42.11
2024-05-24,451108,384277,66831,2315558,256317,2059241,5493748,5644209,5992710,6404462,89098,104093,-14995,201162,2959298,-2758136,3533,0,207548,0,310192,326050,-15858,2148508,1778444,370064,1384163,1244272,1633526,1322569,79698,115676,-35978,705698,376867,328831,1805585,1798548,1899713,2006466,930096,48.75
2024-05-27,419134,374789,44345,2245450,257303,1988147,6861058,6771452,6418956,6774194,89445,104093,-14648,211245,2978844,-2767599,3533,0,213103,0,312846,290784,22062,2235375,1733888,501487,1571919,1568816,1796911,1603806,66854,118613,-51759,658936,380971,277965,2110094,2206336,2060007,2110977,888279,51.83
2024-05-28,421645,375850,45795,2217534,255566,1961968,7902446,7727113,6468304,6831436,94975,104075,-9100,209664,2982040,-2772376,3533,0,219102,0,323480,276021,47459,2247895,1684311,563584,1810060,1749475,1930746,1692617,61107,145261,-84154,608447,361623,246824,2129645,2369096,1940166,2034265,901207,53.96
2024-05-29,433858,334944,98914,2220710,230434,1990276,6575264,6628992,4463426,5192917,105943,110245,-4302,211326,3025952,-2814626,3253,0,215847,0,257730,262936,-5206,2251152,1688670,562482,1630768,1403055,1574948,1101688,57593,146999,-89406,595245,333377,261868,1682008,1859246,1662788,1622404,855124,49.5
2024-05-30,535897,239763,296134,2174235,166763,2007472,2963580,2506230,2260048,2744009,110659,111725,-1066,128806,2931291,-2802485,3253,0,233164,0,51620,349418,-297798,2039149,1613871,425278,622980,940907,1039355,960190,78180,75450,2730,539153,169418,369735,1079573,1222249,1247467,1075835,776356,12.87
2024-05-31,561745,247842,313903,2186756,171542,2015214,4288712,3492490,3247626,3398591,111487,113711,-2224,128826,2978798,-2849972,3853,0,230575,0,62284,380651,-318367,2068556,1574688,493868,1125866,1683013,1370781,1571635,75973,69285,6688,524967,184077,340890,1512182,1755110,1566644,1445400,811489,14.06
2024-06-03,464652,276055,188597,2138879,187914,1950965,5862933,4825069,4597223,4256252,121487,112569,8918,132501,2950223,-2817722,3853,0,190735,0,128017,324961,-196944,2130913,1562202,568711,1351442,2039835,1618005,2019800,77478,78049,-571,501642,203596,298046,1884352,2237676,1876192,2006103,791634,28.26
2024-06-04,562838,229474,333364,1959601,169601,1790000,8186513,6553362,3952871,3803877,112913,102567,10346,143981,2894195,-2750214,2078,0,195633,0,60817,416196,-355379,2149257,1558884,590373,1633676,2388365,1721699,1981018,95610,83941,11669,554693,184852,369841,2499998,3380538,1797598,1882906,832178,12.75
2024-06-05,485284,238517,246767,1948690,175834,1772856,7121709,6336088,4264373,4466277,111286,102061,9225,145470,2891264,-2745794,2078,0,231811,0,83806,395413,-311607,2159759,1543886,615873,1451573,1735897,1651253,1613493,111417,55802,55615,548815,191750,357065,1866857,2370232,1835252,1902919,791793,17.49
2024-06-06,475273,266373,208900,2015286,175883,1839403,4325266,4075319,3142356,3581909,110407,102061,8346,158720,2912585,-2753865,2078,0,239811,0,75079,362505,-287426,2164751,1611792,552959,899539,897052,1012162,901055,142343,72163,70180,559173,197670,361503,1516035,1770547,1595139,1506504,803102,17.16
2024-06-07,424213,301205,123008,1969331,205414,1763917,5373262,5298415,4895835,5231353,109544,102061,7483,170658,2865828,-2695170,2078,0,247311,0,139931,332773,-192842,2177792,1562694,615098,1330767,1308006,1551868,1377851,126237,63886,62351,540022,223867,316155,1812191,1911877,1904135,1989945,799925,29.6
2024-06-10,390178,302988,87190,2030499,221594,1808905,7548573,7218965,5900080,6126602,112816,101145,11671,180136,2830562,-2650426,2078,0,209611,0,156437,300341,-143904,2113362,1568119,545243,1480794,1488909,1534068,1452118,99874,54831,45043,542383,246105,296278,2151864,2475435,2042973,2108012,759305,34.25
2024-06-11,394362,313523,80839,2063065,226746,1836319,7873401,7591134,6923851,6966805,108667,100237,8430,183939,2846325,-2662386,2078,0,189611,0,171885,297649,-125764,2118183,1599939,518244,1493482,1508785,1536069,1539181,93171,56676,36495,548606,240783,307823,2127549,2396591,2121926,2265471,768085,36.61
2024-06-12,392234,333479,58755,2084805,241676,1843129,6123184,6162539,5844500,6042603,108722,119243,-10521,186215,2837961,-2651746,2078,0,165241,0,193118,273156,-80038,2095456,1581162,514294,1435073,1287707,1610072,1454627,93623,61819,31804,554394,260071,294323,1892305,2002394,1883022,2005605,787697,41.42
2024-06-13,372405,343105,29300,2088411,259772,1828639,4556290,4679623,4504579,4808154,109045,118946,-9901,188594,2816408,-2627814,2078,0,166581,0,220308,255148,-34840,2089235,1583036,506199,1040603,865071,1186857,1029040,79882,64441,15441,556747,263771,292976,1647684,1701961,1725500,1746323,781640,46.34
2024-06-14,377551,352468,25083,2109707,259759,1849948,5151450,5496170,5845540,6239434,109027,131866,-22839,190661,2802978,-2612317,2078,0,159038,0,231456,255871,-24415,2086515,1629581,456934,1312268,999056,1626605,1326464,86540,64369,22171,574896,269461,305435,1652077,1622647,1891662,1956947,804574,47.5
2024-06-18,381387,365642,15745,2124409,264367,1860042,5725289,6374291,7259066,7707152,108651,131923,-23272,192081,2818744,-2626663,2078,0,170510,0,246244,259096,-12852,2101673,1652519,449154,1515823,996940,1792079,1290054,91637,71258,20379,609318,291851,317467,1954611,1826570,2184693,2409142,827919,48.73
2024-06-19,359845,402643,-42798,2152009,290045,1861964,5537222,6119048,6189902,6788038,103323,131923,-28600,201142,2807058,-2605916,2078,0,172342,0,289349,245290,44059,2191710,1730035,461675,1477130,990787,1831803,1365648,101212,73873,27339,625977,343700,282277,1766102,1672697,1984583,2024944,853729,54.12
2024-06-20,356702,423648,-66946,2164861,280687,1884174,4355248,4767513,5571247,5829157,95857,137643,-41786,204427,2810128,-2605701,2078,0,188186,0,305029,232564,72465,2167039,1751576,415463,1193899,926311,1433318,1251993,111630,75363,36267,650255,344191,306064,1600423,1457824,1826058,1937659,869218,56.74
2024-06-21,350478,408091,-57613,2206668,281116,1925552,6122639,6386815,6074667,6550112,96094,138097,-42003,206362,2811348,-2604986,2078,0,187141,0,302724,228733,73991,2176788,1789892,386896,1414981,1221087,1573376,1399497,94366,68741,25625,666065,373527,292538,1950460,1882256,1960687,1846262,843662,56.96
2024-06-24,343586,412800,-69214,2233321,272875,1960446,6592506,7025523,7852393,8141821,89258,146339,-57081,190365,2860591,-2670226,2078,0,228479,0,330858,229188,101670,2203890,1778360,425530,1670991,1416526,1974267,1742351,96938,72313,24625,653722,369472,284250,2143176,1966702,2174110,2345077,860640,59.08
2024-06-25,350729,474389,-123660,2278107,294369,1983738,5946712,6629153,9153083,9491632,89005,145499,-56494,180793,2875375,-2694582,2078,0,252479,0,378004,237169,140835,2251132,1810426,440706,1956710,1404304,2578585,2018269,115333,76014,39319,635740,365602,270138,2065323,1937366,2542659,3016905,933071,61.45
2024-06-26,325553,473466,-147913,2262498,296533,1965965,5409620,6023068,7042134,7570008,89289,144470,-55181,190470,2930184,-2739714,2078,0,242479,0,400618,197828,202790,2297830,1769761,528069,1926438,1430778,2242227,1764821,89242,88938,304,627055,381375,245680,1811980,1696270,1954348,2146359,904702,66.94
2024-06-27,270005,512966,-242961,2121906,279137,1842769,3696391,4081012,4598509,4867285,88320,143750,-55430,56655,2841131,-2784476,2078,0,212829,0,411066,91951,319115,2263338,1653145,610193,1052529,801195,1159936,999760,63326,84050,-20724,535906,204392,331514,1484824,1353615,1678634,1782863,832717,81.72
2024-06-28,260625,519267,-258642,2136375,287429,1848946,6334127,6466254,5530347,5929738,89836,143606,-53770,57103,2909051,-2851948,2078,0,219973,0,440244,93361,346883,2300237,1619844,680393,1304942,1015644,1363794,1175051,57629,92100,-34471,549061,226452,322609,1910165,2069414,1821395,1830720,848334,82.5
2024-07-01,280283,540700,-260417,2176195,306659,1869536,7044862,7245776,7385317,7461158,89364,143606,-54242,57026,2924877,-2867851,2078,0,224973,0,443366,93293,350073,2295539,1629189,666350,1322382,1137099,1469038,1402755,61601,97015,-35414,583027,251062,331965,2022415,2008862,2058244,2273659,874614,82.62
2024-07-02,281556,540300,-258744,2219552,299197,1920355,7857583,7938098,7275024,7453648,90005,143580,-53575,60807,2947525,-2886718,2078,0,225033,0,443680,96727,346953,2261927,1661432,600495,1422744,1295518,1391060,1384023,57583,92217,-34634,601686,235818,365868,2239910,2288699,2127228,2180674,872824,82.1
2024-07-03,275573,560357,-284784,2208357,320466,1887891,5420641,5868355,6650120,6864141,79449,143580,-64131,67849,2959536,-2891687,2078,0,225679,0,471102,92307,378795,2344381,1690553,653828,1242396,951574,1314003,1189898,68480,98360,-29880,606582,256614,349968,1690568,1535754,1907921,2043684,894604,83.62
2024-07-04,268858,564727,-295869,2220788,323790,1896998,4058927,4602285,4786693,5171501,80349,143155,-62806,74809,2965356,-2890547,2078,0,235679,0,486382,94225,392157,2331635,1696821,634814,1070395,602928,1212745,922564,65562,99044,-33482,618929,260194,358735,1581234,1507421,1645392,1786444,901151,83.77
2024-07-05,259895,540219,-280324,2222258,323806,1898452,6022367,6953905,5689834,6563141,80461,144155,-63694,87597,2992348,-2904751,2078,0,246782,0,476055,91721,384334,2360710,1725978,634732,1655570,968897,1737430,1129381,57812,98128,-40316,635675,264108,371567,1959729,1716942,1865762,1847286,874223,83.85
2024-07-08,269673,538255,-268582,2269032,330677,1938355,6969623,7497103,6046122,6760943,80408,145695,-65287,96612,2996961,-2900349,2078,0,278356,0,468797,91786,377011,2321984,1733616,588368,1777969,1104500,1697646,1217668,55545,98687,-43142,648135,274509,373626,2106708,2254775,2046463,2089976,874423,83.63
2024-07-09,268979,542091,-273112,2271067,344935,1926132,7133705,7537122,6768306,7340588,75173,151875,-76702,112484,3009443,-2896959,2078,0,336067,0,479327,93384,385943,2345618,1737692,607926,1764808,1349493,1632369,1294798,60141,96270,-36129,649849,286948,362901,2069525,2083501,2135906,2237262,883620,83.69
2024-07-10,272784,500463,-227679,2261697,334793,1926904,6243139,6741013,5118310,5998235,77708,153975,-76267,116590,3005322,-2888732,2078,0,394578,0,453115,114909,338206,2341706,1755008,586698,1464294,1032228,1393275,1019593,55819,90079,-34260,665146,290016,375130,1863460,1799730,1965560,1853895,859426,79.77
2024-07-11,277616,485702,-208086,2302726,326108,1976618,4172588,4589395,4387451,4871282,77385,153975,-76590,125539,3026855,-2901316,2078,0,394667,0,425753,119261,306492,2315691,1794035,521656,896742,762629,915632,939976,56542,78358,-21816,694839,291797,403042,1781244,1500628,1874534,1761026,837296,78.12
2024-07-12,283914,498083,-214169,2252257,350732,1901525,5439626,5846280,5774527,6234567,77461,158275,-80814,133371,3012321,-2878950,2078,0,393972,0,442399,115144,327255,2380566,1763978,616588,1129256,1101752,1230079,1245606,52122,84394,-32272,681028,320191,360837,2037326,1660254,2015998,1934403,855896,79.35
2024-07-15,293119,519740,-226621,2237937,368209,1869728,5884091,6478696,7350039,7725254,78083,153150,-75067,147715,3021357,-2873642,2078,0,394903,0,459690,111862,347828,2410878,1734773,676105,1280833,1085181,1524314,1411720,54171,100311,-46140,686147,358338,327809,2143005,1746130,2255549,2387831,885063,80.43
2024-07-16,308127,525133,-217006,2272595,364937,1907658,4821269,5483182,5620987,6283404,77797,157667,-79870,150020,3030483,-2880463,2078,0,395300,0,455157,107814,347343,2393067,1755507,637560,1076665,749357,1273969,1051230,48607,99074,-50467,710664,375419,335245,1745887,1413360,1813791,1769413,889688,80.85
2024-07-18,298497,552983,-254486,2240998,391401,1849597,3136948,3654178,3993524,4393419,77624,159667,-82043,157371,3019036,-2861665,2078,0,386492,0,513008,122921,390087,2508043,1767727,740316,827162,591217,876804,799673,57130,110688,-53558,702067,430315,271752,1455066,1175859,1535945,1599673,946259,80.67
2024-07-19,304064,516200,-212136,2174717,368110,1806607,5008277,5161263,4008943,4747821,78575,160851,-82276,161835,2984258,-2822423,2078,0,345529,0,489283,131263,358020,2516089,1760166,755923,1210053,969224,1333071,1048405,48416,112024,-63608,697943,438050,259893,1735987,1825908,1710700,1602017,920338,78.85
2024-07-22,304492,497426,-192934,2119873,345008,1774865,5508399,5590605,4542808,5063805,81205,149253,-68048,157684,3004882,-2847198,2078,0,410861,0,476829,138905,337924,2564326,1719956,844370,1620443,1281276,1399484,1067192,45316,122258,-76942,652487,424524,227963,1668547,1927586,1623715,1845871,907842,77.44
2024-07-23,320979,441128,-120149,2139184,322585,1816599,8410561,8124787,5433430,5915712,71085,149407,-78322,172177,3012607,-2840430,2078,0,384911,0,441562,158409,283153,2505796,1740540,765256,1747636,1567804,1553080,1283961,49674,134356,-84682,671776,413201,258575,2099210,2566894,1774910,1946658,883300,73.6
2024-07-24,381362,436445,-55083,2187003,326162,1860841,7520121,7542836,5316142,6013619,72928,149407,-76479,196577,3030950,-2834373,2198,0,386778,0,438666,198571,240095,2495652,1779406,716246,1603352,1246199,1746173,1280788,67719,176252,-108533,655118,397832,257286,1703344,2039980,1699547,1854233,960675,68.84
2024-07-25,394724,385894,8830,2147458,272724,1874734,4565194,4662555,3814384,4292911,72678,151347,-78669,82314,2965593,-2883279,2078,0,296904,0,262243,199827,62416,2377998,1706013,671985,950898,741993,1007710,945977,91871,84448,7423,530354,193794,336560,1468518,1582140,1612835,1492945,821516,56.75
2024-07-26,387378,440241,-52863,2139270,294869,1844401,5439361,5947421,6223938,6613926,72857,152307,-79450,88593,2992856,-2904263,2078,0,307299,0,326678,194501,132177,2416975,1655780,761195,1557049,1229605,1723392,1517789,100200,100064,136,511037,212370,298667,1959406,1780868,2006180,2129094,887113,62.68
2024-07-29,396842,442504,-45662,2182750,312476,1870274,7722111,7730769,6506877,6940535,72746,151987,-79241,106540,3015014,-2908474,2078,0,327299,0,321947,170510,151437,2390024,1643581,746443,1633978,1379697,1676123,1501404,78884,105418,-26534,521901,230144,291757,2298545,2546246,2202421,2270781,870419,65.38
2024-07-30,398528,451971,-53443,2211190,333005,1878185,7319590,7505151,6973306,7337149,72646,151859,-79213,119847,3027457,-2907610,2078,0,322299,0,324153,166636,157517,2375220,1650678,724542,1545390,1226422,1743688,1519269,80517,105378,-24861,542891,238008,304883,2162954,2298439,2150035,2332910,875844,66.05
2024-07-31,404932,472726,-67794,2238353,351327,1887026,5496277,5827433,6108559,6572582,72616,154359,-81743,129945,3035720,-2905775,2078,0,322299,0,319067,174847,144220,2386065,1670928,715137,1292186,927760,1828682,1404799,90807,85490,5317,557525,253913,303612,1629356,1664704,1846620,2128779,887422,64.6
2024-08-01,410715,497224,-86509,2232976,372779,1860197,4825018,4969949,4277159,4775289,72839,154359,-81520,136201,3010461,-2874260,2078,0,351859,0,337499,171220,166279,2414470,1677170,737300,957581,783617,1090867,948168,87214,85464,1750,549038,272275,276763,1802584,1833695,1744070,1740498,908267,66.34
2024-08-02,413211,462319,-49108,2244918,360560,1884358,7301390,7510538,4963169,5885873,67876,158263,-90387,146752,2985122,-2838370,2078,0,381379,0,336062,190953,145109,2376125,1744464,631661,1624168,1255456,1625636,1152001,83063,88677,-5614,591522,269171,322351,2175759,2337401,2071224,2003534,900212,63.77
2024-08-05,407281,430000,-22719,2182513,326361,1856152,9350891,8946976,5158834,5799666,70103,161023,-90920,146672,3021250,-2874578,2078,0,405678,0,324939,214754,110185,2412119,1768517,643602,1821325,1611687,1762677,1393161,108429,104975,3454,639342,264518,374824,2326414,2942045,1880246,2014608,910752,60.21
2024-08-06,395818,390344,5474,2197296,328911,1868385,10039718,9795711,5281826,6255077,70333,150171,-79838,148518,3029018,-2880500,2078,0,408374,0,305277,226558,78719,2413730,1789377,624353,2274269,1747500,2064652,1314270,103884,108239,-4355,654396,266634,387762,2352734,3125588,1900620,2086125,875312,57.4
