Ex_Date,Record_Date,Symbol,Company_Name,Series,Action_Type,Ratio_or_Amount,Purpose,Face_Value,ISIN,BC_Start_Date,BC_End_Date
2026-09-18,2026-09-18,SWISSMLTRY,Swiss Military Consumer Goods Limited,EQ,DIVIDEND,0.10,Dividend - Re 0.10 Per Share,2,INE010C01025,,
2026-09-18,2026-09-18,TARIL,Transformers And Rectifiers (India) Limited,EQ,DIVIDEND,0.25,Dividend - Re 0.25 Per Share,1,INE763I01026,,
2026-09-18,2026-09-18,TGVSL,TGV Sraac Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,10,INE284B01028,,
2026-09-18,2026-09-18,TRITONV,Triton Valves Limited,EQ,DIVIDEND,2.50,Dividend - Rs 2.50 Per Share,10,INE440G01017,,
2026-09-18,2026-09-18,VLSFINANCE,VLS Finance Limited,EQ,DIVIDEND,1.50,Dividend - Rs 1.50 Per Share,10,INE709A01018,,
2026-09-18,2026-09-19,YOGI,Yogi Limited,EQ,DIVIDEND,0.25,Dividend - Re 0.25 Per Share,10,INE290E01011,,
2026-09-17,2026-09-17,ACUTAAS,Acutaas Chemicals Limited,EQ,DIVIDEND,2.50,Dividend - Rs 2.50 Per Share,5,INE00FF01025,,
2026-09-17,2026-09-17,AGARIND,Agarwal Industrial Corporation Limited,EQ,DIVIDEND,3.30,Dividend - Rs 3.30 Per Share,10,INE204E01012,,
2026-09-17,2026-09-17,ASIANENE,Asian Energy Services Limited,EQ,DIVIDEND,1.25,Dividend - Rs 1.25 Per Share,10,INE276G01015,,
2026-09-17,2026-09-17,AUSOMENT,Ausom Enterprise Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,10,INE218C01016,,
2026-09-17,2026-09-17,BALPHARMA,Bal Pharma Limited,EQ,DIVIDEND,1.20,Dividend - Rs 1.20 Per Share,10,INE083D01012,,
2026-09-17,2026-09-17,BHARATRAS,Bharat Rasayan Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,5,INE838B01013,,
2026-09-17,2026-09-17,ESTER,Ester Industries Limited,EQ,DIVIDEND,0.25,Dividend - Re 0.25 Per Share,5,INE778B01029,,
2026-09-17,2026-09-17,EXCELINDUS,Excel Industries Limited,EQ,DIVIDEND,13.75,Dividend - Rs 13.75 Per Share,5,INE369A01029,,
2026-09-17,2026-09-17,FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,DIVIDEND,3.00,Dividend - Rs 3 Per Share,1,INE09N301011,,
2026-09-17,2026-09-17,HIMATSEIDE,Himatsingka Seide Limited,EQ,DIVIDEND,0.25,Dividend - Re 0.25 Per Share,5,INE049A01027,,
2026-09-17,2026-09-17,HPL,HPL Electric & Power Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,10,INE495S01016,,
2026-09-17,2026-09-17,INDOAMIN,Indo Amines Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,5,INE760F01028,,
2026-09-17,2026-09-17,INTLCONV,International Conveyors Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,1,INE575C01027,,
2026-09-17,2026-09-17,IRCON,Ircon International Limited,EQ,DIVIDEND,0.70,Dividend - Re 0.70 Per Share,2,INE962Y01013,,
2026-09-17,2026-09-17,KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,DIVIDEND,0.10,Dividend - Re 0.10 Per Share,1,INE790B01024,,
2026-09-17,2026-09-17,LANDMARK,Landmark Cars Limited,EQ,DIVIDEND,1.50,Dividend - Rs 1.50 Per Share,5,INE559R01029,,
2026-09-17,2026-09-17,MIIL,Meghna Infracon Infrastructure Limited,EQ,DIVIDEND,0.25,Dividend - Re 0.25 Per Share,10,INE898Q01015,,
2026-09-17,2026-09-17,MSTCLTD,Mstc Limited,EQ,DIVIDEND,8.10,Dividend - Rs 8.10 Per Share,10,INE255X01014,,
2026-09-17,2026-09-17,ORIENTCER,ORIENT CERATECH LIMITED,EQ,DIVIDEND,0.35,Dividend - Re 0.35 Per Share,1,INE569C01020,,
2026-09-17,2026-09-17,PATINTLOG,Patel Integrated Logistics Limited,EQ,DIVIDEND,0.20,Dividend - Re 0.20 Per Share,10,INE529D01014,,
2026-09-17,2026-09-17,PREMIERPOL,Premier Polyfilm Limited,EQ,DIVIDEND,0.15,Dividend - Re 0.15 Per Share,1,INE247401016,,
2026-09-17,2026-09-17,ROSSTECH,Rossell Techsys Limited,EQ,DIVIDEND,0.30,Dividend - Re 0.30 Per Share,2,INE0OJW01016,,
2026-09-17,2026-09-17,RUBYMILLS,The Ruby Mills Limited,EQ,DIVIDEND,2.50,Dividend - Rs 2.5 Per Share,5,INE301D01018,,
2026-09-17,2026-09-17,SANSERA,Sansera Engineering Limited,EQ,DIVIDEND,4.00,Dividend - Rs 4 Per Share,2,INE953O01021,,
2026-09-17,2026-09-17,SHRJAGP,Shri Jagdamba Polymers Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,1,INE564J01026,,
2026-09-17,2026-09-17,STARPAPER,Star Paper Mills Limited,EQ,DIVIDEND,2.50,Dividend - Rs 2.50 Per Share,10,INE733A01018,,
2026-09-17,2026-09-17,SUNTECK,Sunteck Realty Limited,EQ,DIVIDEND,1.50,Dividend - Rs 1.50 Per Share,1,INE805D01026,,
2026-09-17,2026-09-17,TNPETRO,Tamilnadu PetroProducts Limited,EQ,DIVIDEND,1.50,Dividend - Rs 1.50 Per Share,10,INE148A01019,,
2026-09-17,2026-09-17,TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,DIVIDEND,4.00,Dividend - Rs 4 Per Share,10,INE107A01015,,
2026-09-17,2026-09-17,WEALTH,Wealth First Portfolio Managers Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,10,INE658T01017,,
2026-09-16,2026-09-16,63MOONS,63 moons technologies limited,EQ,DIVIDEND,2.00,Dividend - Rs 2 Per Share,2,INE111B01023,,
2026-09-16,2026-09-16,AJMERA,Ajmera Realty & Infra India Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,2,INE298G01027,,
2026-09-16,2026-09-16,ATAM,Atam Valves Limited,EQ,DIVIDEND,0.35,Dividend - Re 0.35 Per Share,10,INE09KD01013,,
2026-09-16,2026-09-16,BAIDFIN,Baid Finserv Limited,EQ,DIVIDEND,0.10,Dividend - Re 0.10 Per Share,2,INE020D01022,,
2026-09-16,2026-09-16,BAJAJST,Bajaj Steel Industries Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,5,INE704G01024,,
2026-09-16,2026-09-16,BANARISUG,Bannari Amman Sugars Limited,EQ,DIVIDEND,12.50,Dividend - Rs 12.50 Per Share,10,INE459A01010,,
2026-09-16,2026-09-16,BLS,BLS International Services Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,1,INE153T01019,,
2026-09-16,2026-09-16,CINELINE,Cineline India Limited,EQ,DIVIDEND,1.25,Dividend - Rs 1.25 Per Share,5,INE704H01022,,
2026-09-16,2026-09-16,DEEDEV,DEE Development Engineers Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,10,INE841L01016,,
2026-09-16,2026-09-16,DENORA,De Nora India Limited,EQ,DIVIDEND,4.00,Dividend - Rs 4 Per Share,10,INE244A01016,,
2026-09-16,2026-09-16,DENTA,Denta Water and Infra Solutions Limited,EQ,DIVIDEND,2.50,Dividend - Rs 2.50 Per Share,10,INE0R4L01018,,
2026-09-16,2026-09-16,ELDEHSG,Eldeco Housing And Industries Limited,EQ,DIVIDEND,9.00,Dividend - Rs 9 Per Share,2,INE668G01021,,
2026-09-16,2026-09-16,EMMBI,Emmbi Industries Limited,EQ,DIVIDEND,0.30,Dividend - Re 0.30 Per Share,10,INE753K01015,,
2026-09-16,2026-09-16,GRWRHITECH,Garware Hi-Tech Films Limited,EQ,DIVIDEND,12.00,Dividend - Rs 12 Per Share,10,INE291A01017,,
2026-09-16,2026-09-16,HINDCOPPER,Hindustan Copper Limited,EQ,DIVIDEND,1.86,Dividend - Rs 1.86 Per Share,5,INE531E01026,,
2026-09-16,2026-09-16,INDOTECH,Indo Tech Transformers Limited,EQ,DIVIDEND,10.00,Dividend - Rs 10 Per Share,10,INE332H01014,,
2026-09-16,2026-09-16,JASH,Jash Engineering Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,2,INE039O01011,,
2026-09-16,2026-09-16,MACPOWER,Macpower CNC Machines Limited,EQ,DIVIDEND,1.50,Dividend - Rs 1.50 Per Share,10,INE155Z01011,,
2026-09-16,2026-09-16,PPL,Prakash Pipes Limited,EQ,DIVIDEND,2.40,Dividend - Rs 2.40 Per Share,10,INE050001010,,
2026-09-16,2026-09-16,PRAKASH,Prakash Industries Limited,EQ,DIVIDEND,1.80,Dividend - Rs 1.80 Per Share,10,INE603A01013,,
2026-09-16,2026-09-16,REGAAL,Regaal Resources Limited,EQ,DIVIDEND,0.25,Dividend - Re 0.25 Per Share,5,INE0MHO01029,,
2026-09-16,2026-09-16,RSL,Rajputana Stainless Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,10,INE313L01016,,
2026-09-16,2026-09-16,SALONA,Salona Cotspin Limited,EQ,DIVIDEND,0.60,Dividend - Re 0.60 Per Share,10,INE498E01010,,
2026-09-16,2026-09-16,SHILGRAVQ,Shilp Gravures Limited,EQ,DIVIDEND,2.10,Dividend - Rs 2.10 Per Share,10,INE960A01017,,
2026-09-16,2026-09-16,SIGMA,Sigma Solve Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,1,INE0A0S01010,,
2026-09-16,2026-09-16,UNIDT,United Drilling Tools Limited,EQ,DIVIDEND,0.60,Dividend - Re 0.60 Per Share,10,INE961D01019,,
2026-09-16,2026-09-16,VIJAYA,Vijaya Diagnostic Centre Limited,EQ,DIVIDEND,2.00,Dividend - Rs 2 Per Share,1,INE043W01024,,
2026-09-16,2026-09-16,VINATIORGA,Vinati Organics Limited,EQ,DIVIDEND,8.50,Dividend - Rs 8.50 Per Share,1,INE410B01029,,
2026-09-16,2026-09-16,VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,DIVIDEND,25.00,Dividend - Rs 25 Per Share,10,INE764D01017,,
2026-09-16,2026-09-16,ZODIAC,Zodiac Energy Limited,EQ,DIVIDEND,0.75,Dividend - Re 0.75 Per Share,10,INE761Y01019,,
2026-09-15,2026-09-15,AARTIPHARM,Aarti Pharmalabs Limited,EQ,DIVIDEND,2.00,Dividend - Rs 2 Per Share,5,INE0LRU01027,,
2026-09-15,2026-09-15,AGI,AGI Greenpac Limited,EQ,DIVIDEND,7.00,Dividend - Rs 7 Per Share,2,INE415A01038,,
2026-09-15,2026-09-15,AKSHARCHEM,AksharChem India Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,10,INE542B01011,,
2026-09-15,2026-09-15,ARROWGREEN,Arrow Greentech Limited,EQ,DIVIDEND,5.00,Dividend - Rs 5 Per Share,10,INE570D01018,,
2026-09-15,2026-09-15,BELRISE,Belrise Industries Limited,EQ,DIVIDEND,0.55,Dividend - Re 0.55 Per Share,5,INE894V01022,,
2026-09-15,2026-09-15,BLUEDART,Blue Dart Express Limited,EQ,DIVIDEND,25.00,Dividend - Rs 25 Per Share,10,INE233B01017,,
2026-09-15,2026-09-15,CARYSIL,CARYSIL LIMITED,EQ,DIVIDEND,3.00,Dividend - Rs 3 Per Share,2,INE482D01024,,
2026-09-15,2026-09-15,CENTEXT,Century Extrusions Limited,EQ,RIGHTS,3:8,Rights 3:8 @ Premium Rs 14/-,1,INE281A01026,,
2026-09-15,2026-09-15,DBL,Dilip Buildcon Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,10,INE917M01012,,
2026-09-15,2026-09-15,FILATEX,Filatex India Limited,EQ,DIVIDEND,0.30,Dividend - Re 0.30 Per Share,1,INE816B01019,,
2026-09-15,2026-09-15,FRONTSP,Frontier Springs Limited,EQ,DIVIDEND,0.70,Dividend - Rs 0.70 Per Share,10,INE572D01014,,
2026-09-15,2026-09-15,HEXAGON,Hexagon Nutrition Limited,EQ,DIVIDEND,0.30,Dividend - Re 0.30 Per Share,1,INE0JUI01012,,
2026-09-15,2026-09-15,HITECHGEAR,The Hi-Tech Gears Limited,EQ,DIVIDEND,4.00,Dividend - Rs 4 Per Share,10,INE127B01011,,
2026-09-15,2026-09-15,HPAL,HP Adhesives Limited,EQ,DIVIDEND,0.40,Dividend - Re 0.40 Per Share,2,INE0GSL01016,,
2026-09-15,2026-09-15,ITDC,India Tourism Development Corporation Limited,EQ,DIVIDEND,2.95,Dividend - Rs 2.95 Per Share,10,INE353K01014,,
2026-09-15,2026-09-15,ITL,ITL Industries Limited,EQ,DIVIDEND,1.25,Dividend - Rs 1.25 Per Share,10,INE478D01014,,
2026-09-15,2026-09-15,IVC,IL&FS Investment Managers Limited,EQ,DIVIDEND,0.70,Dividend - Re 0.70 Per Share,2,INE050B01023,,
2026-09-15,2026-09-15,IWP,The Indian Wood Products Company Limited,EQ,DIVIDEND,0.20,Dividend - Re 0.20 Per Share,2,INE586E01020,,
2026-09-15,2026-09-15,JKIL,J.Kumar Infraprojects Limited,EQ,DIVIDEND,4.00,Dividend - Rs 4 Per Share,5,INE576I01014,,
2026-09-15,2026-09-15,KANCHI,Kanchi Karpooram Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,10,INE081G01019,,
2026-09-15,2026-09-15,KNRCON,KNR Constructions Limited,EQ,DIVIDEND,0.25,Dividend - Re 0.25 Per Share,2,INE634I01011,,
2026-09-15,2026-09-15,KTKBANK,The Karnataka Bank Limited,EQ,DIVIDEND,5.00,Dividend - Rs 5 Per Share,10,INE614B01018,,
2026-09-15,2026-09-15,MANAKALUCO,Manaksia Aluminium Company Limited,EQ,DIVIDEND,0.05,Dividend - Re 0.05 Per Share,1,INE859Q01017,,
2026-09-15,2026-09-15,NDLVENTURE,NDL Ventures Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,10,INE353A01023,,
2026-09-15,2026-09-15,POCL,Pondy Oxides & Chemicals Limited,EQ,DIVIDEND,2.00,Dividend - Rs 2 Per Share,2,INE063E01046,,
2026-09-15,2026-09-15,SOLEX,Solex Energy Limited,EQ,DIVIDEND,0.55,Dividend - Re 0.55 Per Share,10,INE880Y01017,,
2026-09-15,2026-09-15,SUPERHOUSE,Superhouse Limited,EQ,DIVIDEND,0.80,Dividend - Re 0.80 Per Share,10,INE712B01010,,
2026-09-15,2026-09-15,SUPTANERY,Super Tannery Limited,EQ,DIVIDEND,0.05,Dividend - Re 0.05 Per Share,1,INE460D01038,,
2026-09-15,2026-09-15,SURAKSHA,Suraksha Diagnostic Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,2,INE877V01027,,
2026-09-15,2026-09-15,SYSTMTXC,Systematix Corporate Services Limited,EQ,DIVIDEND,0.10,Dividend - Re 0.10 Per Share,1,INE356B01024,,
2026-09-15,2026-09-15,TI,Tilaknagar Industries Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,10,INE133E01013,,
2026-09-15,2026-09-15,TIMETECHNO,Time Technoplast Limited,EQ,DIVIDEND,1.50,Dividend - Rs 1.50 Per Share,1,INE508G01029,,
2026-09-15,2026-09-15,TPLPLASTEH,TPL Plastech Limited,EQ,DIVIDEND,1.30,Dividend - Rs 1.30 Per Share,2,INE413G01014,,
2026-09-15,2026-09-15,WEBELSOLAR,Websol Energy System Limited,EQ,DIVIDEND,0.25,Dividend - Re 0.25 Per Share,1,INE855C01015,,
2026-09-11,2026-09-14,AARTIIND,Aarti Industries Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,5,INE769A01020,,
2026-09-11,2026-09-14,ADVAIT,Advait Energy Transitions Limited,EQ,DIVIDEND,2.00,Dividend - Rs 2 Per Share,10,INE0ALI01010,,
2026-09-11,2026-09-11,ALPHAGEO,Alphageo (India) Limited,EQ,DIVIDEND,5.00,Dividend - Rs 5 Per Share,10,INE137C01018,,
2026-09-11,2026-09-11,AMNPLST,Amines & Plasticizers Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,2,INE275D01022,,
2026-09-11,2026-09-11,AMRUTANJAN,Amrutanjan Health Care Limited,EQ,DIVIDEND,2.90,Dividend - Rs 2.90 Per Share,1,INE098F01015,,
2026-09-11,2026-09-14,APARINDS,Apar Industries Limited,EQ,DIVIDEND,60.00,Dividend - Rs 60 Per Share,10,INE372A01015,,
2026-09-11,2026-09-11,ARIHANTSUP,Arihant Superstructures Limited,EQ,DIVIDEND,0.25,Dividend - Re 0.25 Per Share,10,INE643K01018,,
2026-09-11,2026-09-11,ASAHIINDIA,Asahi India Glass Limited,EQ,DIVIDEND,2.00,Dividend - Rs 2 Per Share,1,INE439A01020,,
2026-09-11,2026-09-12,ASHIKAG,Ashika Global Securities Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,10,INE094B01013,,
2026-09-11,2026-09-11,ASTRAMICRO,Astra Microwave Products Limited,EQ,DIVIDEND,2.40,Dividend - Rs 2.40 Per Share,2,INE386C01029,,
2026-09-11,2026-09-11,ATULAUTO,Atul Auto Limited,EQ,DIVIDEND,3.00,Dividend - Rs 3 Per Share,5,INE951D01010,,
2026-09-11,2026-09-11,AXITA,Axita Cotton Limited,EQ,DIVIDEND,0.05,Dividend - Re 0.05 Per Share,1,INE02EZ01014,,
2026-09-11,2026-09-14,BAJAJHCARE,Bajaj Healthcare Limited,EQ,DIVIDEND,1.50,Dividend - Rs 1.50 Per Share,5,INE411U01027,,
2026-09-11,2026-09-14,BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,DIVIDEND,4.25,Dividend - Rs 4.25 Per Share,10,INE164A01016,,
2026-09-11,2026-09-12,BANCOINDIA,Banco Products (I) Limited,EQ,DIVIDEND,8.00,Dividend - Rs 8 Per Share,2,INE213C01025,,
2026-09-11,2026-09-11,BECTORFOOD,Mrs. Bectors Food Specialities Limited,EQ,DIVIDEND,0.70,Dividend - Re 0.70 Per Share,2,INE495P01012,,
2026-09-11,2026-09-14,BLIL,Balmer Lawrie Investments Limited,EQ,DIVIDEND,2.27,Dividend - Rs 2.27 Per Share,1,INE525F01025,,
2026-09-11,2026-09-14,BLUEJET,Blue Jet Healthcare Limited,EQ,DIVIDEND,1.20,Dividend - Rs 1.20 Per Share,2,INE0KBH01020,,
2026-09-11,2026-09-12,BPLPHARMA,Bharat Parenterals Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,10,INE365Y01019,,
2026-09-11,2026-09-11,BRIGHTBR,Bright Brothers Limited,EQ,DIVIDEND,2.00,Dividend - Rs 2 Per Share,10,INE630D01010,,
2026-09-11,2026-09-11,CEIGALL,Ceigall India Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,5,INE0AG901020,,
2026-09-11,2026-09-11,CHALET,Chalet Hotels Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,10,INE427F01016,,
2026-09-11,2026-09-14,CMSINFO,CMS Info Systems Limited,EQ,DIVIDEND,2.50,Dividend - Rs 2.50 Per Share,10,INE925R01014,,
2026-09-11,2026-09-14,COMFINTE,Comfort Intech Limited,EQ,DIVIDEND,0.05,Dividend - Re 0.05 Per Share,1,INE819A01049,,
2026-09-11,2026-09-11,COMPEAU,Competent Automobiles Company Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,10,INE823B01015,,
2026-09-11,2026-09-14,CONSOFINVT,Consolidated Finvest & Holdings Limited,EQ,DIVIDEND,1.47,Dividend - Rs 1.47 Per Share,10,INE025A01027,,
2026-09-11,2026-09-12,CSLFINANCE,CSL Finance Limited,EQ,DIVIDEND,3.00,Dividend - Rs 3 Per Share & Special Dividend Rs 7 Per Share,10,INE718F01018,,
2026-09-11,2026-09-11,DATAMATICS,Datamatics Global Services Limited,EQ,DIVIDEND,5.00,Dividend - Rs 5 Per Share,5,INE365B01017,,
2026-09-11,2026-09-12,DCI,DC Infotech and Communication Limited,EQ,DIVIDEND,0.10,Dividend - Re 0.10 Per Share,10,INE0A1101019,,
2026-09-11,2026-09-11,DYNPRO,Dynemic Products Limited,EQ,DIVIDEND,1.50,Dividend - Rs 1.50 Per Share,10,INE256H01015,,
2026-09-11,2026-09-13,EDELWEISS,Edelweiss Financial Services Limited,EQ,DIVIDEND,1.50,Dividend - Rs 1.50 Per Share,1,INE532F01047,,
2026-09-11,2026-09-11,FINPIPE,Finolex Industries Limited,EQ,DIVIDEND,2.00,Dividend - Rs 2 Per Share & Special Dividend Re 0.75 Per Share,2,INE183A01016,,
2026-09-11,2026-09-11,GIPCL,Gujarat Industries Power Company Limited,EQ,DIVIDEND,4.10,Dividend - Rs 4.10 Per Share,10,INE162A01010,,
2026-09-11,2026-09-12,GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,DIVIDEND,5.00,Dividend - Rs 5 Per Share,2,INE026A01017,,
2026-09-11,2026-09-11,GSPCROP,GSP Crop Science Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,10,INE713R01022,,
2026-09-11,2026-09-11,GUJENERGY,GUJARAT ENERGY LIMITED,EQ,DIVIDEND,8.90,Dividend - Rs 8.90 Per Share,2,INE844O01030,,
2026-09-11,2026-09-11,HBLENGINE,HBL Engineering Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,1,INE292B01021,,
2026-09-11,2026-09-11,HEIDELBERG,HeidelbergCement India Limited,EQ,DIVIDEND,7.00,Dividend - Rs 7 Per Share,10,INE578A01017,,
2026-09-11,2026-09-12,INDOTHAI,Indo Thai Securities Limited,EQ,DIVIDEND,0.10,Dividend - Re 0.10 Per Share,1,INE337M01013,,
2026-09-11,2026-09-11,IREDA,Indian Renewable Energy Development Agency Limited,EQ,DIVIDEND,0.75,Dividend - Re 0.75 Per Share,10,INE202E07104,,
2026-09-11,2026-09-11,IRMENERGY,IRM Energy Limited,EQ,DIVIDEND,1.50,Dividend - Rs 1.50 Per Share,10,INE07U701015,,
2026-09-11,2026-09-11,JTLIND,JTL INDUSTRIES LIMITED,EQ,DIVIDEND,0.12,Dividend - Re 0.125 Per Share,1,INE391J01024,,
2026-09-11,2026-09-12,KALYANKJIL,Kalyan Jewellers India Limited,EQ,DIVIDEND,2.50,Dividend - Rs 2.50 Per Share,10,INE303R01014,,
2026-09-11,2026-09-11,KRYSTAL,Krystal Integrated Services Limited,EQ,DIVIDEND,1.50,Dividend - Rs 1.50 Per Share,10,INE0QN801017,,
2026-09-11,2026-09-11,LINCOLN,Lincoln Pharmaceuticals Limited,EQ,DIVIDEND,1.80,Dividend - Rs 1.80 Per Share,10,INE405C01035,,
2026-09-11,2026-09-11,LOTUSDEV,Sri Lotus Developers and Realty Limited,EQ,DIVIDEND,0.30,Interim Dividend - Re 0.30 Per Share,1,INE0V9Q01010,,
2026-09-11,2026-09-14,MANCREDIT,Mangal Credit and Fincorp Limited,EQ,DIVIDEND,0.75,Dividend - Re 0.75 Per Share,10,INE545L01039,,
2026-09-11,2026-09-14,MANORAMA,Manorama Industries Limited,EQ,DIVIDEND,0.80,Dividend - Re 0.80 Per Share,2,INE00VM01010,,
2026-09-11,2026-09-11,MARINE,Marine Electricals (India) Limited,EQ,DIVIDEND,0.30,Dividend - Re 0.30 Per Share,2,INE01JE01010,,
2026-09-11,2026-09-11,MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,DIVIDEND,2.00,Dividend - Rs 2 Per Share,5,INE456Z01021,,
2026-09-11,2026-09-11,METROGLOBL,Metroglobal Limited,EQ,DIVIDEND,2.50,Dividend - Rs 2.50 Per Share,10,INE085D01033,,
2026-09-11,2026-09-14,MOLDTECH,Mold-Tek Technologies Limited,EQ,DIVIDEND,2.00,Dividend - Rs 2 Per Share,2,INE835B01035,,
2026-09-11,2026-09-14,MOLDTKPAC,Mold-Tek Packaging Limited,EQ,DIVIDEND,3.00,Dividend - Rs 3 Per Share,5,INE893J01011,,
2026-09-11,2026-09-11,NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,DIVIDEND,2.00,Dividend - Rs 2 Per Share,10,INE448G01010,,
2026-09-11,2026-09-11,NCLIND,NCL Industries Limited,EQ,DIVIDEND,2.00,Dividend - Rs 2 Per Share,10,INE732C01016,,
2026-09-11,2026-09-14,NFL,National Fertilizers Limited,EQ,DIVIDEND,1.04,Dividend - Rs 1.04 Per Share,10,INE870D01012,,
2026-09-11,2026-09-14,NITINSPIN,Nitin Spinners Limited,EQ,DIVIDEND,3.00,Dividend - Rs 3 Per Share,10,INE229H01012,,
2026-09-11,2026-09-14,PAISALO,Paisalo Digital Limited,EQ,DIVIDEND,0.10,Dividend - Re 0.10 Per Share,1,INE420C01042,,
2026-09-11,2026-09-11,PGIL,Pearl Global Industries Limited,EQ,BONUS,1:1,Bonus 1:1,5,INE940H01014,,
2026-09-11,2026-09-11,PHOENIXLTD,The Phoenix Mills Limited,EQ,DIVIDEND,2.50,Dividend - Rs 2.50 Per Share,2,INE211B01039,,
2026-09-11,2026-09-11,PITTIENG,Pitti Engineering Limited,EQ,DIVIDEND,2.50,Dividend - Rs 2.50 Per Share,5,INE450D01021,,
2026-09-11,2026-09-14,PODDARMENT,Poddar Pigments Limited,EQ,DIVIDEND,4.00,Dividend - Rs 4 Per Share,10,INE371C01013,,
2026-09-11,2026-09-11,PPAP,PPAP Automotive Limited,EQ,DIVIDEND,1.50,Dividend - Rs 1.50 Per Share,10,INE095I01015,,
2026-09-11,2026-09-11,PYRAMID,Pyramid Technoplast Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,10,INE0MIS01010,,
2026-09-11,2026-09-14,RHIM,RHI MAGNESITA INDIA LIMITED,EQ,DIVIDEND,2.50,Dividend - Rs 2.50 Per Share,1,INE743M01012,,
2026-09-11,2026-09-11,RUPA,Rupa & Company Limited,EQ,DIVIDEND,3.00,Dividend - Rs 3 Per Share,1,INE895B01021,,
2026-09-11,2026-09-11,SANDHAR,Sandhar Technologies Limited,EQ,DIVIDEND,4.00,Dividend - Rs 4 Per Share,10,INE278H01035,,
2026-09-11,2026-09-11,SBGLP,Suratwwala Business Group Limited,EQ,DIVIDEND,0.12,Dividend - Re 0.12 Per Share,1,INE05ST01010,,
2026-09-11,2026-09-11,SHAILY,Shaily Engineering Plastics Limited,EQ,DIVIDEND,3.00,Dividend - Rs 3 Per Share,2,INE151G01010,,
2026-09-11,2026-09-11,SIGNPOST,Signpost India Limited,EQ,DIVIDEND,0.50,Dividend - Re 0.50 Per Share,2,INE0KGZ01021,,
2026-09-11,2026-09-11,SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,DIVIDEND,1.25,Dividend - Rs 1.25 Per Share,5,INE411D01015,,
2026-09-11,2026-09-12,SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,DIVIDEND,0.05,Dividend - Re 0.05 Per Share,10,INE01NE01012,,
2026-09-11,2026-09-11,STARTECK,Starteck Finance Limited,EQ,DIVIDEND,0.25,Dividend - Re 0.25 Per Share,10,INE992I01013,,
2026-09-11,2026-09-11,STEELCITY,Steel City Securities Limited,EQ,DIVIDEND,1.00,Interim Dividend - Re 1 Per Share,10,INE395H01011,,
2026-09-11,2026-09-11,SUBROS,Subros Limited,EQ,DIVIDEND,3.00,Dividend - Rs 3 Per Share,2,INE287B01021,,
2026-09-11,2026-09-11,SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,10,INE947A01014,,
2026-09-11,2026-09-11,SUYOG,Suyog Telematics Limited,EQ,DIVIDEND,1.00,Dividend - Re 1 Per Share,10,INE442P01014,,
